fecha sp500 ftse100 nikkei225 cac40 dax100 usd.bp usd.yen usd.eur
03-Abr-98 1122.7 15517.78  709.04    
06-Abr-98 1121.38 15705.99  714.3    
07-Abr-98 1109.55 15978.72  724.49    
08-Abr-98 1101.65 16376.62  714.93    
09-Abr-98 1110.67 16536.66  720.69    
10-Abr-98 1110.67 16481.12  720.69    
13-Abr-98 1109.69 16317.58  720.69    
14-Abr-98 1115.75 16277.32  727.89    
15-Abr-98 1119.32 16299.3  728.34    
16-Abr-98 1108.17 15883.77  721.52    
17-Abr-98 1122.72 15703.8  713.89    
20-Abr-98 1123.65 15697.1  735.56    
21-Abr-98 1126.67 15825.67  729.75    
22-Abr-98 1130.54 15761.54  726.74    
23-Abr-98 1119.58 15761.69  713.27    
24-Abr-98 1107.9 16011.24  698.21    
27-Abr-98 1086.54 15649.95  690.25    
28-Abr-98 1085.11 15395.43  682.74    
29-Abr-98 1094.63 15395.43  695.83    
30-Abr-98 1111.75 15641.26  695.12    
01-May-98 1121 15601.1  695.12    
04-May-98 1122.07 15601.1  720.11    
05-May-98 1115.5 15601.1  709.3    
06-May-98 1104.92 15243.84  708.87    
07-May-98 1095.14 15143.03  701.74    
08-May-98 1108.14 15149  711.06    
11-May-98 1106.64 15381.9  722.03    
12-May-98 1115.79 15322.48  716.07    
13-May-98 1118.86 15343.81  724.19    
14-May-98 1117.37 15307.69  724.14    
15-May-98 1108.73 15242.86  728.03    
18-May-98 1105.82 15384.47  721.73    
19-May-98 1109.52 15551.65  727.64    
20-May-98 1119.06 15652.95  741.42    
21-May-98 1114.64 15845.25  741.42    
22-May-98 1110.47 15801.65  747.5    
25-May-98 1110.47 15783.12  748.05    
26-May-98 1094.02 15884.82  756.07    
27-May-98 1092.23 15664.29  737.97    
28-May-98 1097.6 15796.55  731.23    
29-May-98 1090.82 15670.78  741.07    
01-Jun-98 1090.98 15321.03  741.07    
02-Jun-98 1093.22 15554.45  741.86    
03-Jun-98 1082.73 15347  745.72    
04-Jun-98 1094.83 15426.47  743.86    
05-Jun-98 1113.86 15323.43  752.7    
08-Jun-98 1115.72 15294.71  763.79    
09-Jun-98 1118.41 15530.17  758.25    
10-Jun-98 1112.28 15339.26  757.55    
11-Jun-98 1094.58 15014.04  757.55    
12-Jun-98 1098.84 15022.33  746.37    
15-Jun-98 1077.01 14825.17  727.9    
16-Jun-98 1087.59 14720.38  733.47    
17-Jun-98 1107.11 14715.38  745.14    
18-Jun-98 1106.37 15361.54  746.86    
19-Jun-98 1100.65 15267.98  742.43    
22-Jun-98 1103.24 15309.09  737.24    
23-Jun-98 1119.49 15054.6  747.15    
24-Jun-98 1132.88 15123.18  753.88    
25-Jun-98 1129.28 15132.22  763.3    
26-Jun-98 1133.2 15210.04  763.19    
29-Jun-98 1138.49 15365.73  768.47    
30-Jun-98 1133.84 15830.27  766.86    
01-Jul-98 1148.56 16362.89  769.09    
02-Jul-98 1146.42 16471.58  772.62    
03-Jul-98 1146.42 16511.24  779.85    
06-Jul-98 1157.33 16350.45  775.55    
07-Jul-98 1154.66 16416.28  779.72    
08-Jul-98 1166.38 16530.97  788.27    
09-Jul-98 1158.56 16446.95  787.91    
10-Jul-98 1164.33 16090.06  787.83    
13-Jul-98 1165.19 16360.39  792.56    
14-Jul-98 1177.58 16488.91  800.46    
15-Jul-98 1174.81 16614.14  801.48    
16-Jul-98 1183.99 16731.92  798.49    
17-Jul-98 1186.75 16570.78  806.22    
20-Jul-98 1184.1 16570.78  808.31    
21-Jul-98 1165.07 16556.69  805.93    
22-Jul-98 1164.08 16293.06  796.7    
23-Jul-98 1139.75 16188.01  790.28    
24-Jul-98 1140.8 16361.89  787.95    
27-Jul-98 1147.27 15944.36  770.64    
28-Jul-98 1130.24 16114.54  770.17    
29-Jul-98 1125.21 16158.09  764.71    
30-Jul-98 1142.95 16201.6  768.06    
31-Jul-98 1120.67 16378.97  764.39    
03-Ago-98 1112.44 16165.08  749.89    
04-Ago-98 1072.12 16023.58  751.06    
05-Ago-98 1081.43 15992.16  735.9    
06-Ago-98 1089.63 15876.22  721.1    
07-Ago-98 1089.45 15829.17  729.93    
10-Ago-98 1083.14 15626.42  716.96    
11-Ago-98 1068.98 15406.99  692.51    
12-Ago-98 1084.22 15378.97  706.98    
13-Ago-98 1074.91 15382.02  702.12    
14-Ago-98 1062.75 15123.93  714.88    
17-Ago-98 1083.67 14794.66  715.41    
18-Ago-98 1101.2 15063.79  729.65    
19-Ago-98 1098.06 15406.34  733.56    
20-Ago-98 1091.6 15391.41  719.74    
21-Ago-98 1081.24 15298.2  681.14    
24-Ago-98 1088.14 14988.36  688.06    
25-Ago-98 1092.85 15072.93  703.68    
26-Ago-98 1084.19 14866.03  687.21    
27-Ago-98 1042.59 14413.79  666.29    
28-Ago-98 1027.14 13915.63  657.08    
31-Ago-98 957.28 5249.4 14107.89 3651.85 637.42 1.6801 0.0071 1.1331
01-Sep-98 994.26 5169.1 14369.63 3646.29 631.98 1.6757 0.0073 1.1422
02-Sep-98 990.47 5235.8 14376.62 3729.67 655.22 1.67 0.0073 1.1416
03-Sep-98 982.26 5118.7 14261.24 3646.46 637.84 1.6746 0.0074 1.1588
04-Sep-98 973.89 5167 14042.91 3690.75 640.49 1.6706 0.0075 1.152
07-Sep-98 973.89 5347 14790.06 3695.35 653.29 1.6706 0.0075 1.1582
08-Sep-98 1023.46 14913.49  674.65    
09-Sep-98 1006.2 14755.54  668.54    
10-Sep-98 980.19 5136.6 14666.03 3589.35 633.75 1.6903 0.0074 1.1808
11-Sep-98 1009.06 13916.98  633.37    
14-Sep-98 1029.72 14227.37  651.86    
15-Sep-98 1037.68 14227.37  642.16    
16-Sep-98 1045.48 14197.7  646.7    
17-Sep-98 1018.87 13859.14  624.71    
18-Sep-98 1020.09 13983.12  617.16    
21-Sep-98 1023.89 13597.3  595.84    
22-Sep-98 1029.63 13789.81  614.55    
23-Sep-98 1066.09 13789.81  626.95    
24-Sep-98 1042.72 14205.78  622.28    
25-Sep-98 1044.75 13723.84  612.6    
28-Sep-98 1048.69 13909.37  621.95    
29-Sep-98 1049.02 13821.43  612.94    
30-Sep-98 1017.01 13406.39  601.4    
01-Oct-98 986.39 4908.2 13197.12 3038.01 567.97 1.7055 0.0074 1.2105
02-Oct-98 1002.6 13223.69  536.05    
05-Oct-98 988.56 4648.7 12948.12 2979.89 546.12 1.683 0.0074 1.2221
06-Oct-98 984.59 4854 13021.64 3136.48 561.41 1.683 0.0077 1.219
07-Oct-98 970.68 4828.9 13825.61 3097.69 552.37 1.7051 0.0083 1.238
08-Oct-98 959.44 4698.8 13026.06 2959.97 527.82 1.711 0.0084 1.242
09-Oct-98 984.39 4823.4 12879.97 3092.9 537.3 1.7065 0.0086 1.2227
12-Oct-98 997.71 5037.6 13555.01 3263.32 566.9 1.6907 0.0085 1.2108
13-Oct-98 994.8 4990.1 13242.79 3278.85 573.8 1.7059 0.0084 1.2197
14-Oct-98 1005.53 13070.73  582.5    
15-Oct-98 1047.49 12995.37  591.49    
16-Oct-98 1056.42 13280.54  601.53    
19-Oct-98 1062.39 13567.2  597.82    
20-Oct-98 1063.93 13808.05  614.22    
21-Oct-98 1069.92 14216.33  604.82    
22-Oct-98 1078.48 14295.56  594.35    
23-Oct-98 1070.67 14144.7  595.99    
26-Oct-98 1072.32 13843.46  609.61    
27-Oct-98 1065.34 13820.68  623.17    
28-Oct-98 1068.09 13516.07  603.09    
29-Oct-98 1085.93 13668.72  604.15    
30-Oct-98 1098.67 13564.51  620.31    
02-Nov-98 1111.6 13952.75  631.06    
03-Nov-98 1110.84 13952.75  624.63    
04-Nov-98 1118.67 14527.81  641.46    
05-Nov-98 1133.85 14341.37  638.68    
06-Nov-98 1141.01 14121.97  641.83    
09-Nov-98 1130.2 14194.54  633.22    
10-Nov-98 1128.26 14108.09  620.89    
11-Nov-98 1120.97 14428.02  626.91    
12-Nov-98 1117.69 14075.06  616.63    
13-Nov-98 1125.72 14268.21  617.51    
16-Nov-98 1135.87 14428.27  635.95    
17-Nov-98 1139.32 14413  625.1    
18-Nov-98 1144.48 14599.23  624.23    
19-Nov-98 1152.61 14354.46  633.98    
20-Nov-98 1163.55 14779.94  650.03    
23-Nov-98 1188.21 14779.94  664.91    
24-Nov-98 1182.99 15164.64  657.5    
25-Nov-98 1186.87 15073.47  654.19    
26-Nov-98 1186.87 15207.77  666.99    
27-Nov-98 1192.33 15069.39  675.47    
30-Nov-98 1163.63 14883.7  664.83    
01-Dic-98 1175.28 14835.41  637.05    
02-Dic-98 1171.25 14986.62  627.18    
03-Dic-98 1150.14 14697.08  638.08    
04-Dic-98 1176.74 14639.97  636.86    
07-Dic-98 1187.7 14723.49  631.15    
08-Dic-98 1181.38 14808.2  630.59    
09-Dic-98 1183.49 14931.9  628.48    
10-Dic-98 1165.02 14807.8  624.71    
11-Dic-98 1166.46 14405.64  613.58    
14-Dic-98 1141.2 14111.62  612.56    
15-Dic-98 1162.83 14011.19  619.86    
16-Dic-98 1161.94 14096.3  631.36    
17-Dic-98 1179.98 14126.99  637.96    
18-Dic-98 1188.03 14194.29  625.67    
21-Dic-98 1202.84 14152.95  645.77    
22-Dic-98 1203.57 13779.45  650.36    
23-Dic-98 1228.54 13779.45  665.55    
24-Dic-98 1226.27 13706.73  665.55    
25-Dic-98 1226.27 13797.95  665.55    
28-Dic-98 1225.49 13709.06  674.49    
29-Dic-98 1241.81 13846.9  672.24    
30-Dic-98 1231.93 13842.17  670.67    
31-Dic-98 1229.23 13842.17  670.66    
01-Ene-99 1229.23 13842.17  670.66    
04-Ene-99 1228.1 13415.89  706.71    
05-Ene-99 1244.78 13232.74  710.45    
06-Ene-99 1272.34 13468.46  734.39    
07-Ene-99 1269.73 13536.56  719.79    
08-Ene-99 1275.09 13391.81  725.18    
11-Ene-99 1263.88 13368.48  710.83    
12-Ene-99 1239.51 13360.97  704.7    
13-Ene-99 1234.4 13403.6  670.58    
14-Ene-99 1212.19 13738.86  671.6    
15-Ene-99 1243.26 13738.86  676.63    
18-Ene-99 1243.26 13805.06  689.89    
19-Ene-99 1252 13770.44  695.51    
20-Ene-99 1256.62 14028.05  706.5    
21-Ene-99 1235.16 14245.42  708.98    
22-Ene-99 1225.19 14154.4  687.66    
25-Ene-99 1233.98 14208.81  681.61    
26-Ene-99 1252.31 14382.01  681.52    
27-Ene-99 1243.17 14450.06  689.24    
28-Ene-99 1265.37 14342.32  697.42    
29-Ene-99 1279.64 14499.25  707.98    
01-Feb-99 1273.03 14465.18  711.98    
02-Feb-99 1261.99 14349.83  707.79    
03-Feb-99 1272.07 14161.31  696.96    
04-Feb-99 1248.49 14086.85  698.05    
05-Feb-99 1239.4 13898.08  697.46    
08-Feb-99 1243.77 13992.49  691.61    
09-Feb-99 1216.14 13902.66  675.52    
10-Feb-99 1223.55 13952.4  659.42    
11-Feb-99 1254.04 13952.4  668.1    
12-Feb-99 1230.13 13973.69  677.47    
15-Feb-99 1230.13 14054.72  674.63    
16-Feb-99 1241.87 14232.64  679.1    
17-Feb-99 1224.03 14158.67  665.08    
18-Feb-99 1237.28 14146.79  671.36    
19-Feb-99 1239.22 14098.04  667.48    
22-Feb-99 1272.14 14256.67  671.7    
23-Feb-99 1271.18 14500.65  689.99    
24-Feb-99 1253.41 14355.45  697.61    
25-Feb-99 1245.02 14470.45  687.66    
26-Feb-99 1238.33 14367.54  682.02    
01-Mar-99 1236.16 14221.75  667.3    
02-Mar-99 1225.5 13921.06  671.04    
03-Mar-99 1227.7 14170.36  657.39    
04-Mar-99 1246.64 14183.45  651.92    
05-Mar-99 1275.47 14894  672.28    
08-Mar-99 1282.73 14779.05  666.03    
09-Mar-99 1279.84 15096.7  663.51    
10-Mar-99 1286.84 15480  657.46    
11-Mar-99 1297.68 15502.14  659.67    
12-Mar-99 1294.59 15488.86  691.72    
15-Mar-99 1307.26 15779.6  693.9    
16-Mar-99 1306.38 16072.82  701.67    
17-Mar-99 1297.82 16268.11  698.46    
18-Mar-99 1316.55 15717.92  690.13    
19-Mar-99 1299.29 16378.78  700.76    
22-Mar-99 1297.01 16378.78  692.51    
23-Mar-99 1262.14 16019.1  679.44    
24-Mar-99 1268.59 15515.47  662.01    
25-Mar-99 1289.99 15986.04  673.66    
26-Mar-99 1282.8 16016.99  661.04    
29-Mar-99 1310.17 16008.84  673.87    
30-Mar-99 1300.75 15859.12  669.85    
31-Mar-99 1286.37 15836.59  674.96    
01-Abr-99 1293.72 16327.56  679.44    
02-Abr-99 1293.72 16290.19  679.44    
05-Abr-99 1321.12 16334.78  679.44    
06-Abr-99 1317.89 16479.71  686.42    
07-Abr-99 1326.89 16554.5  698.27    
08-Abr-99 1343.98 16846.69  700.28    
09-Abr-99 1348.35 16855.63  708.41    
12-Abr-99 1358.64 16507.4  712.47    
13-Abr-99 1349.82 16715.16  718.39    
14-Abr-99 1328.44 16764.68  716.41    
15-Abr-99 1322.86 16727.08  711.63    
16-Abr-99 1319 16851.6  707.06    
19-Abr-99 1289.48 16674.21  714.58    
20-Abr-99 1306.17 16697.11  696.86    
21-Abr-99 1336.12 16495.02  703.34    
22-Abr-99 1358.82 16665.88  708.51    
23-Abr-99 1356.85 16923.25  706.09    
26-Abr-99 1360.04 16918.51  712.19    
27-Abr-99 1362.8 16957.27  725.44    
28-Abr-99 1350.91 16942.24  725.95    
29-Abr-99 1342.83 16942.24  725.32    
30-Abr-99 1335.18 16701.53  730.26    
03-May-99 1354.63 16701.53  728.35    
04-May-99 1332 16701.53  730.42    
05-May-99 1347.31 16701.53  719.92    
06-May-99 1332.05 17300.61  717.01    
07-May-99 1345 16946.52  717.92    
10-May-99 1340.3 16977.01  706.73    
11-May-99 1355.61 16743.18  711.56    
12-May-99 1364 16947.36  711.28    
13-May-99 1367.56 16851.25  711.28    
14-May-99 1337.8 16810.39  700.63    
17-May-99 1339.49 16421.02  692.33    
18-May-99 1333.32 16378.62  697.09    
19-May-99 1344.23 16128.18  698.44    
20-May-99 1338.83 16199.99  707.84    
21-May-99 1330.29 16292.98  711.13    
24-May-99 1306.65 16390.49  711.13    
25-May-99 1284.4 16214.23  694.3    
26-May-99 1304.76 16230.52  695.73    
27-May-99 1281.41 16177.19  686.47    
28-May-99 1301.84 15972.68  688.38    
31-May-99 1301.84 16111.65  691.05    
01-Jun-99 1294.26 16408.5  685.1    
02-Jun-99 1294.81 16417.99  681.74    
03-Jun-99 1299.54 16227.5  681.74    
04-Jun-99 1327.75 16300.75  693.07    
07-Jun-99 1334.52 16475.89  704.91    
08-Jun-99 1317.33 16562.92  709.2    
09-Jun-99 1318.64 16622.5  717.2    
10-Jun-99 1302.82 17102.62  712.89    
11-Jun-99 1293.64 17198.55  719.38    
14-Jun-99 1294 17188.82  718.97    
15-Jun-99 1301.16 17282  726.16    
16-Jun-99 1330.41 17210.18  729.4    
17-Jun-99 1339.9 17470.45  734.53    
18-Jun-99 1342.84 17431.26  736.51    
21-Jun-99 1349 17738.85  744.75    
22-Jun-99 1335.88 17777.62  743.11    
23-Jun-99 1333.06 17586.75  735.88    
24-Jun-99 1315.78 17628.32  730.98    
25-Jun-99 1315.31 17436.52  729.24    
28-Jun-99 1331.35 17610.58  728.26    
29-Jun-99 1351.45 17782.79  730.91    
30-Jun-99 1372.71 17529.74  732.91    
01-Jul-99 1380.96 17860.75  743.86    
02-Jul-99 1391.22 17932.47  750.94    
05-Jul-99 1391.22 18135.06  768.72    
06-Jul-99 1388.12 18050.73  766.07    
07-Jul-99 1395.86 17958.9  760.54    
08-Jul-99 1394.42 17967.65  763.1    
09-Jul-99 1403.28 17937.73  772.94    
12-Jul-99 1399.1 18274.18  772.91    
13-Jul-99 1393.56 18181.09  762.29    
14-Jul-99 1398.17 18357.86  770.18    
15-Jul-99 1409.62 18431.86  774.72    
16-Jul-99 1418.78 18248.3  768.05    
19-Jul-99 1407.65 18532.58  772.18    
20-Jul-99 1377.1 18532.58  756.43    
21-Jul-99 1379.29 18257.52  745.66    
22-Jul-99 1360.97 17730.34  736.92    
23-Jul-99 1356.94 17534.44  732.37    
26-Jul-99 1347.76 17491.34  717.31    
27-Jul-99 1362.84 17462.72  715.72    
28-Jul-99 1365.4 17579.91  715.34    
29-Jul-99 1341.03 17869.92  698.91    
30-Jul-99 1328.72 17861.86  705.38    
02-Ago-99 1328.05 17825.7  701.52    
03-Ago-99 1322.18 17969.93  702.69    
04-Ago-99 1305.33 17685.38  707.43    
05-Ago-99 1313.71 17358.19  687.8    
06-Ago-99 1300.29 17084.24  691.93    
09-Ago-99 1297.8 17190.45  702.33    
10-Ago-99 1281.43 17202.09  688.78    
11-Ago-99 1301.93 17211.16  693.92    
12-Ago-99 1298.16 17422.97  706.8    
13-Ago-99 1327.68 17435.17  718.27    
16-Ago-99 1330.77 17826.03  721.95    
17-Ago-99 1344.16 17860.09  725.44    
18-Ago-99 1332.84 17892.26  720.93    
19-Ago-99 1323.59 17879.74  713.78    
20-Ago-99 1336.61 18098.11  721.02    
23-Ago-99 1360.22 18233.55  728.89    
24-Ago-99 1363.5 18095.41  728.19    
25-Ago-99 1381.79 17855.16  740.62    
26-Ago-99 1362.01 17666.29  740.1    
27-Ago-99 1348.27 17599.37  742.65    
30-Ago-99 1324.02 17918.97  739.05    
31-Ago-99 1320.41 17436.56  731.31    
01-Sep-99 1331.06 17802.48  729.87    
02-Sep-99 1319.11 17631.25  716.84    
03-Sep-99 1357.24 17629.99  733.09    
06-Sep-99 1357.24 17756.51  742.75    
07-Sep-99 1350.45 17707.5  741.17    
08-Sep-99 1344.15 17641.38  739.21    
09-Sep-99 1347.66 17677.56  745.73    
10-Sep-99 1351.66 17711.02  752.56    
13-Sep-99 1344.13 17909.29  748.76    
14-Sep-99 1336.29 17777.22  742.92    
15-Sep-99 1317.97 17777.22  742.42    
16-Sep-99 1318.48 17291.59  731.82    
17-Sep-99 1335.42 17342.27  728.73    
20-Sep-99 1335.53 17575.26  732.58    
21-Sep-99 1307.58 17932.79  723.42    
22-Sep-99 1310.52 17325.76  721.1    
23-Sep-99 1280.41 17325.76  724.14    
24-Sep-99 1277.36 16871.73  712.29    
27-Sep-99 1283.31 16821.06  717.55    
28-Sep-99 1282.2 17325.7  706.49    
29-Sep-99 1268.38 17282.28  701.94    
30-Sep-99 1282.7 17605.46  704.12    
01-Oct-99 1282.81 17712.56  702.23    
04-Oct-99 1304.59 17763.71  718.15    
05-Oct-99 1301.34 17784.15  722.61    
06-Oct-99 1325.4 17896.42  727.56    
07-Oct-99 1317.64 18136.55  738.82    
08-Oct-99 1336.02 18062.18  739.62    
11-Oct-99 1335.2 18062.18  741.48    
12-Oct-99 1313.03 18090.81  731.24    
13-Oct-99 1285.55 17754.49  725.18    
14-Oct-99 1283.42 17780.26  719.41    
15-Oct-99 1247.41 17601.57  705.27    
18-Oct-99 1254.13 17275.33  705.88    
19-Oct-99 1261.31 17254.17  722.87    
20-Oct-99 1289.42 17534.71  725.45    
21-Oct-99 1283.61 17448.27  718.38    
22-Oct-99 1301.66 17438.8  732.03    
25-Oct-99 1293.63 17648.79  728.11    
26-Oct-99 1281.91 17671.79  736.09    
27-Oct-99 1296.7 17382.36  733.04    
28-Oct-99 1342.44 17413.71  748.37    
29-Oct-99 1362.92 17942.08  753.92    
01-Nov-99 1354.13 17996.92  755.82    
02-Nov-99 1347.74 17991.96  756.46    
03-Nov-99 1354.92 17991.96  760.35    
04-Nov-99 1362.64 18348.13  769.76    
05-Nov-99 1370.23 18354.9  774.1    
08-Nov-99 1377.01 18240.98  772.93    
09-Nov-99 1365.28 18292.16  777.36    
10-Nov-99 1373.46 18567.87  778.96    
11-Nov-99 1381.45 18327.28  786.51    
12-Nov-99 1396.06 18258.55  786.08    
15-Nov-99 1394.39 18198.09  794.09    
16-Nov-99 1420.06 18155.14  800.65    
17-Nov-99 1410.7 18274.82  800.7    
18-Nov-99 1424.94 18532.81  808.17    
19-Nov-99 1422 18570.84  810    
22-Nov-99 1420.94 18822.12  792.19    
23-Nov-99 1404.64 18822.12  791.85    
24-Nov-99 1417.08 18896.21  790.45    
25-Nov-99 1417.08 18721.78  808.32    
26-Nov-99 1416.62 18914.5  812.46    
29-Nov-99 1407.83 18850.27  803.13    
30-Nov-99 1388.91 18558.23  802.65    
01-Dic-99 1397.72 18495.95  810.03    
02-Dic-99 1409.03 18514.41  807.46    
03-Dic-99 1433.3 18368.14  828.75    
06-Dic-99 1423.33 18507.2  830.21    
07-Dic-99 1409.17 18593.96  830.47    
08-Dic-99 1403.88 18401.2  826.16    
09-Dic-99 1408.11 18260.72  830.42    
10-Dic-99 1417.03 18271.85  821.33    
13-Dic-99 1415.22 18205.08  824.31    
14-Dic-99 1403.17 18165.55  834.03    
15-Dic-99 1413.32 18138.36  829.67    
16-Dic-99 1418.78 18111.31  850.24    
17-Dic-99 1421.03 18095.12  851.74    
20-Dic-99 1418.09 18175.49  853.22    
21-Dic-99 1433.43 18080.38  853.72    
22-Dic-99 1436.13 18461.93  873.94    
23-Dic-99 1458.34 18461.93  907.07    
24-Dic-99 1458.34 18584.95  907.07    
27-Dic-99 1457.09 18546.9  914.3    
28-Dic-99 1457.66 18783.52  909.63    
29-Dic-99 1463.45 18810.58  920.68    
30-Dic-99 1464.47 18934.34  928.48    
31-Dic-99 1469.25 18934.34  928.48    
03-Ene-00 1455.22 18934.34  912.22    
04-Ene-00 1399.42 19002.86  886.5    
05-Ene-00 1402.11 18542.55  875.85    
06-Ene-00 1403.45 18168.27  872.3    
07-Ene-00 1441.47 18193.41  903.85    
10-Ene-00 1457.59 18193.41  923.47    
11-Ene-00 1438.56 18850.92  921.17    
12-Ene-00 1432.25 18677.42  916.93    
13-Ene-00 1449.67 18833.29  928.15    
14-Ene-00 1465.16 18956.55  958.25    
17-Ene-00 1465.16 19437.23  971.66    
18-Ene-00 1455.14 19196.57  947.39    
19-Ene-00 1455.91 18897.75  943.22    
20-Ene-00 1445.56 19008.01  948.57    
21-Ene-00 1441.36 18878.09  928.16    
24-Ene-00 1401.53 19056.71  927.5    
25-Ene-00 1410.03 18895.53  909.31    
26-Ene-00 1404.09 19111.19  921.52    
27-Ene-00 1398.56 19209.72  940.51    
28-Ene-00 1360.16 19434.78  941.02    
31-Ene-00 1394.45 19539.7  907.26    
01-Feb-00 1409.28 19423.38  930.61    
02-Feb-00 1409.12 19578.91  948.88    
03-Feb-00 1424.97 19786.42  979.84    
04-Feb-00 1424.37 19763.13  987.14    
07-Feb-00 1424.18 19945.43  966.74    
08-Feb-00 1441.75 19868.88  1000.14 1.6125 0.0091 0.9864 
09-Feb-00 1411.7 20007.77  1011.72 1.617 0.0092 0.9899 
10-Feb-00 1416.83 19710.02  1016.14 1.6092 0.0092 0.9854 
11-Feb-00 1387.13 19710.02  1017.54 1.5931 0.0092 0.9854 
14-Feb-00 1389.94 19556.46  1014.49 1.5873 0.0092 0.9801 
15-Feb-00 1402.05 19367.83  1003.41 1.5962 0.0092 0.9835 
16-Feb-00 1387.67 19599.18  996.47    
17-Feb-00 1388.27 19791.4  1014.33 1.6085 0.009 0.986 
18-Feb-00 1346.09 19789.03  1013.38 1.6015 0.009 0.9851 
21-Feb-00 1346.09 19543.75  1004.89 1.6015 0.009 0.9871 
22-Feb-00 1352.17 19390.58  1015.72 1.6123 0.009 1.007 
23-Feb-00 1360.69 19519.55  1030.59 1.6039 0.009 1.0038 
24-Feb-00 1353.42 19571.44  1015.21 1.6004 0.009 0.9961 
25-Feb-00 1333.36 19817.88  1025.6 1.5949 0.0091 0.9788 
28-Feb-00 1348.05 19720.1  1014.96 1.5952 0.0091 0.9669 
01-Mar-00 1366.42 19959.52  1024.87 1.5786 0.0091 0.9628 
02-Mar-00 1379.19 20081.67  1022.42 1.5865 0.0093 0.9681 
03-Mar-00 1381.77 20065.11  1055.65 1.5763 0.0093 0.9663 
04-Mar-00 1409.17 19927.54  1064.58 1.5784 0.0093 0.9618 
07-Mar-00 1391.28 19796.35  1061.34 1.5741 0.0093 0.9613 
08-Mar-00 1355.63 19944.24  1063.93 1.5797 0.0094 0.9575 
09-Mar-00 1366.7 19766.8  1064.45 1.5813 0.0093 0.9572 
10-Mar-00 1401.69 19662.33  1053.63 1.5814 0.0094 0.969 
11-Mar-00 1395.07 19750.4  1057.36 1.5767 0.0094 0.9645 
14-Mar-00 1383.62 19189.93  1032.83 1.5797 0.0095 0.9668 
15-Mar-00 1359.15 19141.84  1022.92 1.577 0.0095 0.9628 
16-Mar-00 1392.15 19078.6  997.47    
17-Mar-00 1458.47 19253.23  1017.33 1.5762 0.0095 0.9732 
18-Mar-00 1464.47 19566.32  1032.49 1.5735 0.0094 0.9684 
21-Mar-00 1456.63 19566.32  1048.02 1.569 0.0094 0.9695 
22-Mar-00 1493.88 19602.36  1042.07 1.573 0.0094 0.9713 
23-Mar-00 1500.64 19733.59  1040.71 1.5782 0.0093 0.9615 
24-Mar-00 1527.34 19704.6  1035.78 1.5871 0.0093 0.9704 
25-Mar-00 1527.45 19958.08  1051.62 1.5935 0.0094 0.9716 
28-Mar-00 1523.86 20281.03  1049.41 1.5871 0.0094 0.9706 
29-Mar-00 1507.73 20374.34  1063.56 1.5888 0.0094 0.9672 
30-Mar-00 1508.52 20706.65  1058.42 1.5929 0.0095 0.9533 
31-Mar-00 1487.92 20441.5  1033.22 1.5959 0.0095 0.9556 
01-Abr-00 1498.58 20337.32  1027.2 1.5913 0.0097 0.9569 
04-Abr-00 1505.97 20726.99  997.84    
05-Abr-00 1494.73 20594.93  1006.11 1.5976 0.0095 0.9547 
06-Abr-00 1487.38 20462.77  978.6    
07-Abr-00 1501.34 20223.61  999.13    
08-Abr-00 1516.34 20252.81  1008.57 1.5797 0.0095 0.9586 
11-Abr-00 1504.45 20619.06  1016.61 1.5845 0.0094 0.9597 
12-Abr-00 1500.59 20522.52  998.25    
13-Abr-00 1467.17 20833.21  992.03    
14-Abr-00 1440.52 20526.42  991.42    
15-Abr-00 1356.56 20434.68  972.46    
18-Abr-00 1401.44 19008.64  957.83    
19-Abr-00 1441.61 18969.52  966.47    
20-Abr-00 1427.47 19086.62  964.72    
21-Abr-00 1434.53 18959.32  962.24    
22-Abr-00 1434.53 18252.68  962.24    
25-Abr-00 1429.86 18480.15  962.24    
26-Abr-00 1477.44 18272.33  977.66    
27-Abr-00 1460.98 18134.31  994.41    
28-Abr-00 1464.92 18019.17  970.12    
29-Abr-00 1452.42 17973.7  984.01    
02-May-00 1468.25 18403.08  984.01    
03-May-00 1446.28 18439.36  1005.21 1.5593 0.0092 0.9079 
04-May-00 1415.09 18439.36  991.41    
05-May-00 1409.56 18439.36  980.66    
06-May-00 1432.63 18439.36  991.15    
09-May-00 1424.17 18199.96  983.54    
10-May-00 1412.14 17844.54  959.78    
11-May-00 1383.05 17701.47  942.36    
12-May-00 1407.81 16882.46  959.98    
13-May-00 1420.95 17357.86  966.62    
16-May-00 1452.36 17313.69  955.44    
17-May-00 1466.03 17551.25  979.93    
18-May-00 1447.8 17404.03  958.67    
19-May-00 1437.2 17031.63  951.33    
20-May-00 1406.95 16858.17  924.06    
23-May-00 1400.72 16386.01  910.85    
24-May-00 1373.86 16318.73  919.31    
25-May-00 1399.05 16044.44  906.59    
26-May-00 1381.52 16247.82  924.01    
27-May-00 1378.02 16008.14  923.01    
30-May-00 1378.02 16245.44  932.04    
31-May-00 1422.45 16228.9  946.04    
01-Jun-00 1420.59 16332.45  952.13    
02-Jun-00 1448.81 16694.3  965.19    
03-Jun-00 1477.27 16800.06  989.15    
06-Jun-00 1467.63 17201.79  985    
07-Jun-00 1457.84 17170.08  978.19    
08-Jun-00 1471.36 17144.96  965.34    
09-Jun-00 1461.67 17004.34  963.72    
10-Jun-00 1456.95 16861.91  959.08    
