fecha sp500 ftse100 nikkei225 cac40 dax100 usd.bp usd.yen usd.eur
13-Jun-00 1446 16980.61  963.54    
14-Jun-00 1469.44 16914.95  963.95    
15-Jun-00 1470.54 16654.42  970.54    
16-Jun-00 1478.73 16338.7  969.41    
17-Jun-00 1464.46 16318.31  960.27    
20-Jun-00 1486 16591.35  957.34    
21-Jun-00 1475.95 16907.55  958.16    
22-Jun-00 1479.13 17210.08  946.09    
23-Jun-00 1452.18 17106.01  938.98    
24-Jun-00 1441.48 16963.21  931.96    
27-Jun-00 1455.31 16925.4  935.08    
28-Jun-00 1450.55 17279.06  935.43    
29-Jun-00 1454.82 17370.17  936.54    
30-Jun-00 1442.39 17475.9  913.55    
01-Jul-00 1454.6 17411.05  919.74    
04-Jul-00 1469.54 17614.66  922.61    
05-Jul-00 1469.54 17470.15  920.99    
06-Jul-00 1446.23 17435.95  925.06    
07-Jul-00 1456.67 17282.37  926.73    
08-Jul-00 1478.9 17398.24  935.7    
11-Jul-00 1475.62 17572.68  937.54    
12-Jul-00 1480.88 17504.36  929.67    
13-Jul-00 1492.92 17342.13  930.59    
14-Jul-00 1495.84 17036.9  943.38    
15-Jul-00 1509.98 17142.9  960.58    
18-Jul-00 1510.49 17286.83  971.84    
19-Jul-00 1493.74 16945.07  970.95    
20-Jul-00 1481.96 16983.57  968.29    
21-Jul-00 1495.57 16983.57  974.48    
22-Jul-00 1480.19 16811.49  962.26    
25-Jul-00 1464.29 16547.12  948.2    
26-Jul-00 1474.47 16573.59  950.68    
27-Jul-00 1452.42 16502.61  944.52    
28-Jul-00 1449.62 16182.01  935.85    
29-Jul-00 1419.89 15838.57  926.93    
01-Ago-00 1430.83 15727.49  940.07    
02-Ago-00 1438.1 16099.67  928.68    
03-Ago-00 1438.7 16206.19  925.87    
04-Ago-00 1452.56 15814.44  915.89    
05-Ago-00 1462.93 15667.36  916.05    
08-Ago-00 1479.32 16002.71  929.87    
09-Ago-00 1482.8 15820.11  928.4    
10-Ago-00 1472.87 16034.6  938.7    
11-Ago-00 1460.25 15975.65  947.05    
12-Ago-00 1471.84 16117.5  945.84    
15-Ago-00 1491.56 16153.91  946.79    
16-Ago-00 1484.43 16298.29  946.44    
17-Ago-00 1479.85 16356.03  946.68    
18-Ago-00 1496.07 16161.03  941.45    
19-Ago-00 1491.72 16280.49  936.56    
22-Ago-00 1499.48 16040.18  930.77    
23-Ago-00 1498.13 16454.74  932.57    
24-Ago-00 1505.97 16436.65  931.7    
25-Ago-00 1508.31 16670.82  934.04    
26-Ago-00 1506.45 16911.33  943.13    
29-Ago-00 1514.09 17181.12  948.07    
30-Ago-00 1509.84 17141.75  941.53    
31-Ago-00 1502.59 16901.67  928.78    
01-Sep-00 1517.68 16861.26  932.39    
02-Sep-00 1520.77 16739.78  946.98    
05-Sep-00 1520.77 16688.21  956.91    
06-Sep-00 1507.08 16452.27  950.46    
07-Sep-00 1492.25 16399.87  947.52    
08-Sep-00 1502.51 16300.46  949.87    
09-Sep-00 1494.5 16501.55  934.78    
12-Sep-00 1489.26 16130.9  932.19    
13-Sep-00 1481.99 16040.23  922.98    
14-Sep-00 1484.91 16190.52  907.58    
15-Sep-00 1480.87 16213.28  913.68    
16-Sep-00 1465.81 16213.28  910.61    
19-Sep-00 1444.51 16061.16  894.96    
20-Sep-00 1459.9 16124.19  895.87    
21-Sep-00 1451.34 16458.31  878.38    
22-Sep-00 1449.05 16311.05  864.69    
23-Sep-00 1448.72 15818.25  869.69    
26-Sep-00 1439.03 15992.9  879.55    
27-Sep-00 1427.21 15928.62  874.75    
28-Sep-00 1426.57 15639.95  880.92    
29-Sep-00 1458.29 15626.96  883.78    
30-Sep-00 1436.51 15747.26  878.32    
03-Oct-00 1436.23 15902.51  890.32    
04-Oct-00 1426.46 15912.09  890.32    
05-Oct-00 1434.32 16149.08  884.63    
06-Oct-00 1436.28 16099.26  892.67    
07-Oct-00 1408.99 15994.24  877.15    
10-Oct-00 1402.03 15994.24  872.56    
11-Oct-00 1387.02 15827.72  870.75    
12-Oct-00 1364.59 15513.57  855.4    
13-Oct-00 1329.78 15550.64  845.08    
14-Oct-00 1374.17 15330.31  859.07    
17-Oct-00 1374.62 15512.32  857.61    
18-Oct-00 1349.97 15340.22  852.25    
19-Oct-00 1342.13 14872.48  843.1    
20-Oct-00 1388.76 14811.08  862.33    
21-Oct-00 1396.93 15198.73  863.69    
24-Oct-00 1395.78 15097.96  864.96    
25-Oct-00 1398.13 15148.19  884.58    
26-Oct-00 1364.9 14840.47  880.52    
27-Oct-00 1364.44 14858.43  883.86    
28-Oct-00 1379.58 14582.2  899.11    
31-Oct-00 1398.66 14464.56  903.65    
01-Nov-00 1429.4 14539.6  921.39    
02-Nov-00 1421.22 14872.39  918.7    
03-Nov-00 1428.32 14837.78  921.34    
04-Nov-00 1426.69 14837.78  925.15    
07-Nov-00 1432.19 15371.44  928.29    
08-Nov-00 1431.87 15340.33  921.48    
09-Nov-00 1409.28 15399.64  916.65    
10-Nov-00 1400.14 15060.05  912.28    
11-Nov-00 1365.98 14988.54  899.63    
14-Nov-00 1351.26 14664.64  880.44    
15-Nov-00 1382.95 14660.04  906.82    
16-Nov-00 1389.81 14799.14  907.62    
17-Nov-00 1372.32 14587.03  894.88    
18-Nov-00 1367.72 14544.3  885.02    
21-Nov-00 1342.62 14531.65  870.04    
22-Nov-00 1347.35 14408.46  872.17    
23-Nov-00 1322.36 14301.31  855.38    
24-Nov-00 1322.36 14301.31  866.23    
25-Nov-00 1341.77 14315.35  876.65    
28-Nov-00 1348.97 14720.39  879.49    
29-Nov-00 1336.09 14658.87  871.12    
30-Nov-00 1341.91 14507.64  873.23    
01-Dic-00 1314.95 14648.51  849.89    
02-Dic-00 1315.23 14835.33  859.23    
05-Dic-00 1324.97 14954.73  846.16    
06-Dic-00 1376.54 14695.05  868.39    
07-Dic-00 1351.46 14889.37  873.11    
08-Dic-00 1343.55 14720.36  867.9    
09-Dic-00 1369.89 14696.51  874.94    
12-Dic-00 1380.2 15015.7  888.85    
13-Dic-00 1371.18 15114.64  884.02    
14-Dic-00 1359.99 15168.68  870.58    
15-Dic-00 1340.93 14927.19  855.08    
16-Dic-00 1312.15 14552.29  843.69    
19-Dic-00 1322.74 14483.9  843.96    
20-Dic-00 1305.6 14132.37  857.91    
21-Dic-00 1264.74 13914.43  831.38    
22-Dic-00 1274.86 13423.21  824.13    
23-Dic-00 1305.97 13427.08  828.88    
26-Dic-00 1305.97 13931.61  828.88    
27-Dic-00 1315.19 14007.85  828.88    
28-Dic-00 1328.92 13981.49  835.87    
29-Dic-00 1334.22 13946.96  839.78    
30-Dic-00 1320.28 13785.69  851.29    
02-Ene-01 1320.28 13785.69  851.29    
