Estado,Municipio,CP,vxm2
MEXICO ,VALLE DE CHALCO SOLIDARIDAD ,56617,6855
MEXICO ,VALLE DE CHALCO SOLIDARIDAD ,56618,8292
MEXICO ,XONACATLAN ,52060,8737
MEXICO ,ZINANCATEPEC ,51350,8374
MEXICO ,ZINANCATEPEC ,51355,9713
MEXICO ,ZUMPANGO ,55600,7942
MEXICO ,ZUMPANGO ,55606,9979
MEXICO ,ZUMPANGO ,55607,8358
MEXICO ,ZUMPANGO ,55609,7085
MEXICO ,ZUMPANGO ,55614,7772
MEXICO ,ZUMPANGO ,55615,8742
MEXICO ,ZUMPANGO ,55616,7053
MEXICO ,ZUMPANGO ,55630,8178
MEXICO ,ZUMPANGO ,55634,7106
MEXICO ,ZUMPANGO ,55635,8486
MEXICO ,ZUMPANGO ,55640,8212
MEXICO ,ZUMPANGO ,56614,9440
MICHOACAN ,APATZINGAN ,60600,4509
MICHOACAN ,APATZINGAN ,60610,8615
MICHOACAN ,APATZINGAN ,60619,5179
MICHOACAN ,APATZINGAN ,60620,5567
MICHOACAN ,APATZINGAN ,60626,5509
MICHOACAN ,APATZINGAN ,60628,5956
MICHOACAN ,APATZINGAN ,60630,9300
MICHOACAN ,APATZINGAN ,60639,6412
MICHOACAN ,APATZINGAN ,60660,10075
MICHOACAN ,APATZINGAN ,60664,7947
MICHOACAN ,APATZINGAN ,60673,6138
MICHOACAN ,APATZINGAN ,60674,8503
MICHOACAN ,APATZINGAN ,60676,7677
MICHOACAN ,APATZINGAN ,60683,6961
MICHOACAN ,APATZINGAN ,60696,6496
MICHOACAN ,APATZINGAN ,60698,11108
MICHOACAN ,ARTEAGA ,60920,6005
MICHOACAN ,BRISENAS DE MATAMOROS ,59120,6120
MICHOACAN ,COAHUAYANA ,60800,8009
MICHOACAN ,COENEO ,58410,6843
MICHOACAN ,HIDALGO ,61137,7762
MICHOACAN ,HIDALGO ,61150,8036
MICHOACAN ,HIDALGO ,61173,4940
MICHOACAN ,HIDALGO ,61190,6893
MICHOACAN ,HIDALGO ,61200,7038
MICHOACAN ,HIDALGO ,61204,5070
MICHOACAN ,HIDALGO ,61211,9866
MICHOACAN ,HUETAMO ,61970,5475
MICHOACAN ,INDAPARAPEO ,58970,10000
MICHOACAN ,JACONA ,59800,6867
MICHOACAN ,JACONA ,59820,6500
MICHOACAN ,JACONA ,59835,7329
MICHOACAN ,JACONA ,59843,6646
MICHOACAN ,JACONA ,59860,4357
MICHOACAN ,JACONA ,59893,12644
MICHOACAN ,JACONA ,59894,10278
MICHOACAN ,JIQUILPAN ,59510,7712
MICHOACAN ,JIQUILPAN ,59512,6095
MICHOACAN ,JIQUILPAN ,59513,6498
MICHOACAN ,JIQUILPAN ,59514,8434
MICHOACAN ,JIQUILPAN ,59515,4339
MICHOACAN ,LA PIEDAD ,59310,8197
MICHOACAN ,LA PIEDAD ,59330,8500
MICHOACAN ,LA PIEDAD ,59335,8983
MICHOACAN ,LA PIEDAD ,59350,4880
MICHOACAN ,LA PIEDAD ,59363,7830
MICHOACAN ,LA PIEDAD ,59374,5614
MICHOACAN ,LA PIEDAD ,59375,5389
MICHOACAN ,LA PIEDAD ,59377,9534
MICHOACAN ,LA PIEDAD ,59379,9979
MICHOACAN ,LA PIEDAD ,59380,8463
MICHOACAN ,LA PIEDAD ,59384,4550
MICHOACAN ,LA PIEDAD ,59386,4800
MICHOACAN ,LA PIEDAD ,59389,0
MICHOACAN ,LA PIEDAD ,59392,6550
MICHOACAN ,LA PIEDAD ,59400,6406
MICHOACAN ,LAZARO CARDENAS ,60950,8145
MICHOACAN ,LAZARO CARDENAS ,60952,8210
MICHOACAN ,LAZARO CARDENAS ,60953,7464
MICHOACAN ,LAZARO CARDENAS ,60954,6292
MICHOACAN ,LAZARO CARDENAS ,60955,7770
MICHOACAN ,LAZARO CARDENAS ,60956,7665
MICHOACAN ,LAZARO CARDENAS ,60980,7353
MICHOACAN ,LAZARO CARDENAS ,60982,5092
MICHOACAN ,LAZARO CARDENAS ,60983,6418
MICHOACAN ,LAZARO CARDENAS ,60985,6226
MICHOACAN ,LAZARO CARDENAS ,60986,6400
MICHOACAN ,LAZARO CARDENAS ,60990,7825
MICHOACAN ,LAZARO CARDENAS ,60992,5153
MICHOACAN ,LAZARO CARDENAS ,60993,6792
MICHOACAN ,LAZARO CARDENAS ,60994,5747
MICHOACAN ,LAZARO CARDENAS ,60995,7211
MICHOACAN ,LAZARO CARDENAS ,60996,9094
MICHOACAN ,LAZARO CARDENAS ,60997,7460
MICHOACAN ,LAZARO CARDENAS ,60998,7582
MICHOACAN ,MARAVATIO ,61250,5645
MICHOACAN ,MARAVATIO ,61252,8699
MICHOACAN ,MARAVATIO ,61254,3515
MICHOACAN ,MORELIA ,58000,8280
MICHOACAN ,MORELIA ,58010,4792
MICHOACAN ,MORELIA ,58020,11743
MICHOACAN ,MORELIA ,58040,8018
MICHOACAN ,MORELIA ,58050,8822
MICHOACAN ,MORELIA ,58056,10876
MICHOACAN ,MORELIA ,58057,9400
MICHOACAN ,MORELIA ,58060,10115
MICHOACAN ,MORELIA ,58066,11143
MICHOACAN ,MORELIA ,58067,6444
MICHOACAN ,MORELIA ,58070,8478
MICHOACAN ,MORELIA ,58079,11910
MICHOACAN ,MORELIA ,58085,11051
MICHOACAN ,MORELIA ,58087,10790
MICHOACAN ,MORELIA ,58088,8889
MICHOACAN ,MORELIA ,58089,7032
MICHOACAN ,MORELIA ,58090,9733
MICHOACAN ,MORELIA ,58095,9137
MICHOACAN ,MORELIA ,58096,6628
MICHOACAN ,MORELIA ,58097,7981
MICHOACAN ,MORELIA ,58098,12574
MICHOACAN ,MORELIA ,58110,7998
MICHOACAN ,MORELIA ,58114,10435
MICHOACAN ,MORELIA ,58115,9320
MICHOACAN ,MORELIA ,58116,8322
MICHOACAN ,MORELIA ,58117,8520
MICHOACAN ,MORELIA ,58118,5480
MICHOACAN ,MORELIA ,58120,7729
MICHOACAN ,MORELIA ,58127,10316
MICHOACAN ,MORELIA ,58128,8702
MICHOACAN ,MORELIA ,58130,7543
MICHOACAN ,MORELIA ,58140,8427
MICHOACAN ,MORELIA ,58146,7255
MICHOACAN ,MORELIA ,58147,9206
MICHOACAN ,MORELIA ,58149,8952
MICHOACAN ,MORELIA ,58150,5928
MICHOACAN ,MORELIA ,58158,5900
MICHOACAN ,MORELIA ,58160,4043
MICHOACAN ,MORELIA ,58170,8266
MICHOACAN ,MORELIA ,58179,7786
MICHOACAN ,MORELIA ,58180,6266
MICHOACAN ,MORELIA ,58186,6211
MICHOACAN ,MORELIA ,58188,7060
MICHOACAN ,MORELIA ,58189,12847
MICHOACAN ,MORELIA ,58190,8440
MICHOACAN ,MORELIA ,58194,10206
MICHOACAN ,MORELIA ,58195,9119
MICHOACAN ,MORELIA ,58196,11099
MICHOACAN ,MORELIA ,58197,10528
MICHOACAN ,MORELIA ,58199,5660
MICHOACAN ,MORELIA ,58200,9580
MICHOACAN ,MORELIA ,58210,5343
MICHOACAN ,MORELIA ,58218,6437
MICHOACAN ,MORELIA ,58219,9526
MICHOACAN ,MORELIA ,58220,7300
MICHOACAN ,MORELIA ,58226,8987
MICHOACAN ,MORELIA ,58228,6029
MICHOACAN ,MORELIA ,58229,7967
MICHOACAN ,MORELIA ,58240,6706
MICHOACAN ,MORELIA ,58244,8733
MICHOACAN ,MORELIA ,58245,11106
MICHOACAN ,MORELIA ,58249,8257
MICHOACAN ,MORELIA ,58250,9128
MICHOACAN ,MORELIA ,58254,11146
MICHOACAN ,MORELIA ,58255,8607
MICHOACAN ,MORELIA ,58257,8144
MICHOACAN ,MORELIA ,58258,5607
MICHOACAN ,MORELIA ,58259,7077
MICHOACAN ,MORELIA ,58260,11313
MICHOACAN ,MORELIA ,58270,12889
MICHOACAN ,MORELIA ,58277,11086
MICHOACAN ,MORELIA ,58290,10421
MICHOACAN ,MORELIA ,58295,9975
MICHOACAN ,MORELIA ,58296,18500
MICHOACAN ,MORELIA ,58300,5510
MICHOACAN ,MORELIA ,58304,6323
MICHOACAN ,MORELIA ,58330,6499
MICHOACAN ,MORELIA ,58336,6775
MICHOACAN ,MORELIA ,58337,7426
MICHOACAN ,MORELIA ,58338,8644
MICHOACAN ,MORELIA ,58341,7603
MICHOACAN ,MORELIA ,58348,7509
MICHOACAN ,MORELIA ,58350,12444
MICHOACAN ,MORELIA ,58880,8110
MICHOACAN ,MORELIA ,59363,6700
MICHOACAN ,MUGICA ,61760,6572
MICHOACAN ,PARACHO ,60250,6766
MICHOACAN ,PATZCUARO ,61600,8483
MICHOACAN ,PATZCUARO ,61604,5962
MICHOACAN ,PATZCUARO ,61605,5882
MICHOACAN ,PATZCUARO ,61606,7325
MICHOACAN ,PATZCUARO ,61607,6350
MICHOACAN ,PATZCUARO ,61608,7975
MICHOACAN ,PATZCUARO ,61609,6500
MICHOACAN ,PERIBAN ,60440,10075
MICHOACAN ,PUREPERO ,58760,8419
MICHOACAN ,PURUANDIRO ,58508,7691
MICHOACAN ,QUIROGA ,58420,8182
MICHOACAN ,"REYES,LOS ",60300,12126
MICHOACAN ,"REYES,LOS ",60324,6794
MICHOACAN ,"REYES,LOS ",60340,5691
MICHOACAN ,"REYES,LOS ",60360,5798
MICHOACAN ,"REYES,LOS ",60364,7792
MICHOACAN ,"REYES,LOS ",60376,10262
MICHOACAN ,"REYES,LOS ",60390,7863
MICHOACAN ,"REYES,LOS ",60400,7345
MICHOACAN ,SAHUAYO ,59000,7542
MICHOACAN ,SAHUAYO ,59010,11045
MICHOACAN ,SAHUAYO ,59026,8374
MICHOACAN ,SAHUAYO ,59027,6733
MICHOACAN ,SAHUAYO ,59034,5486
MICHOACAN ,SAHUAYO ,59035,8684
MICHOACAN ,SAHUAYO ,59040,6242
MICHOACAN ,SAHUAYO ,59045,6249
MICHOACAN ,SAHUAYO ,59058,10300
MICHOACAN ,TACAMBARO ,61650,5804
MICHOACAN ,TARIMBARO ,58880,7911
MICHOACAN ,TARIMBARO ,58891,8386
MICHOACAN ,TARIMBARO ,58893,7353
MICHOACAN ,TINGUINDIN ,59980,7298
MICHOACAN ,TLALPUJAHUA ,61080,5565
MICHOACAN ,TOCUMBO ,59963,7385
MICHOACAN ,URUAPAN ,60000,8770
MICHOACAN ,URUAPAN ,60010,9401
MICHOACAN ,URUAPAN ,60013,7550
MICHOACAN ,URUAPAN ,60015,7963
MICHOACAN ,URUAPAN ,60016,8561
MICHOACAN ,URUAPAN ,60020,5850
MICHOACAN ,URUAPAN ,60030,9054
MICHOACAN ,URUAPAN ,60040,10793
MICHOACAN ,URUAPAN ,60050,9614
MICHOACAN ,URUAPAN ,60060,8990
MICHOACAN ,URUAPAN ,60080,10347
MICHOACAN ,URUAPAN ,60090,8730
MICHOACAN ,URUAPAN ,60094,6617
MICHOACAN ,URUAPAN ,60095,7800
MICHOACAN ,URUAPAN ,60100,6585
MICHOACAN ,URUAPAN ,60110,11981
MICHOACAN ,URUAPAN ,60120,7395
MICHOACAN ,URUAPAN ,60125,7060
MICHOACAN ,URUAPAN ,60126,9147
MICHOACAN ,URUAPAN ,60127,6872
MICHOACAN ,URUAPAN ,60130,8092
MICHOACAN ,URUAPAN ,60134,6100
MICHOACAN ,URUAPAN ,60135,8500
MICHOACAN ,URUAPAN ,60136,7064
MICHOACAN ,URUAPAN ,60137,9890
MICHOACAN ,URUAPAN ,60153,7643
MICHOACAN ,URUAPAN ,60154,8673
MICHOACAN ,URUAPAN ,60155,6112
MICHOACAN ,URUAPAN ,60156,9624
MICHOACAN ,URUAPAN ,60157,7520
MICHOACAN ,URUAPAN ,60160,8468
MICHOACAN ,URUAPAN ,60170,7083
MICHOACAN ,URUAPAN ,60173,5872
MICHOACAN ,URUAPAN ,60175,7667
MICHOACAN ,URUAPAN ,60180,7685
MICHOACAN ,URUAPAN ,60190,7562
MICHOACAN ,URUAPAN ,60194,16723
MICHOACAN ,URUAPAN ,60221,15050
MICHOACAN ,VILLAMAR ,59551,8186
MICHOACAN ,VISTA HERMOSA ,59200,6667
MICHOACAN ,YURECUARO ,59250,7347
MICHOACAN ,ZACAPU ,58624,5390
MICHOACAN ,ZACAPU ,58630,6864
MICHOACAN ,ZACAPU ,58637,6539
MICHOACAN ,ZACAPU ,58660,8681
MICHOACAN ,ZACAPU ,58664,7080
MICHOACAN ,ZACAPU ,58670,5962
MICHOACAN ,ZACAPU ,58676,6278
MICHOACAN ,ZACAPU ,58677,4480
MICHOACAN ,ZACAPU ,58680,7306
MICHOACAN ,ZACAPU ,58685,7514
MICHOACAN ,ZACAPU ,58701,5480
MICHOACAN ,ZAMORA ,59600,10365
MICHOACAN ,ZAMORA ,59610,7203
MICHOACAN ,ZAMORA ,59615,9154
MICHOACAN ,ZAMORA ,59617,7772
MICHOACAN ,ZAMORA ,59618,6836
MICHOACAN ,ZAMORA ,59619,5400
MICHOACAN ,ZAMORA ,59620,6516
MICHOACAN ,ZAMORA ,59624,5505
MICHOACAN ,ZAMORA ,59636,6008
MICHOACAN ,ZAMORA ,59640,6332
MICHOACAN ,ZAMORA ,59660,8637
MICHOACAN ,ZAMORA ,59663,6000
MICHOACAN ,ZAMORA ,59664,8439
MICHOACAN ,ZAMORA ,59667,8512
MICHOACAN ,ZAMORA ,59669,6119
MICHOACAN ,ZAMORA ,59670,5085
MICHOACAN ,ZAMORA ,59688,9103
MICHOACAN ,ZAMORA ,59697,5745
MICHOACAN ,ZAMORA ,59698,5860
MICHOACAN ,ZAMORA ,59699,5493
MICHOACAN ,ZAMORA ,59711,6837
MICHOACAN ,ZIRACUARETIRO ,61700,15143
MICHOACAN ,ZITACUARO ,61500,6317
MICHOACAN ,ZITACUARO ,61505,5060
MICHOACAN ,ZITACUARO ,61506,11300
MICHOACAN ,ZITACUARO ,61507,6958
MICHOACAN ,ZITACUARO ,61508,5074
MICHOACAN ,ZITACUARO ,61509,6020
MICHOACAN ,ZITACUARO ,61510,7040
MICHOACAN ,ZITACUARO ,61512,8804
MICHOACAN ,ZITACUARO ,61514,6467
MICHOACAN ,ZITACUARO ,61515,5386
MICHOACAN ,ZITACUARO ,61516,4200
MICHOACAN ,ZITACUARO ,61517,7724
MICHOACAN ,ZITACUARO ,61518,5601
MICHOACAN ,ZITACUARO ,61519,4503
MICHOACAN ,ZITACUARO ,61520,5610
MICHOACAN ,ZITACUARO ,61533,5939
MORELOS ,ATLATLAHUACAN ,62840,15040
MORELOS ,ATLATLAHUACAN ,62846,7476
MORELOS ,ATLATLAHUACAN ,62847,14978
MORELOS ,AYALA ,62710,12308
MORELOS ,AYALA ,62714,12521
MORELOS ,AYALA ,62715,9413
MORELOS ,AYALA ,62720,10048
MORELOS ,CUAUTLA ,62742,7719
MORELOS ,CUAUTLA ,62743,8896
MORELOS ,CUAUTLA ,62746,10615
MORELOS ,CUAUTLA ,62747,9506
MORELOS ,CUAUTLA ,62748,9058
MORELOS ,CUAUTLA ,62749,8600
MORELOS ,CUAUTLA ,62751,12270
MORELOS ,CUAUTLA ,62754,5300
MORELOS ,CUAUTLA ,62755,9579
MORELOS ,CUAUTLA ,62756,11520
MORELOS ,CUAUTLA ,62757,9715
MORELOS ,CUERNAVACA ,62000,11850
MORELOS ,CUERNAVACA ,62010,9580
MORELOS ,CUERNAVACA ,62020,11529
MORELOS ,CUERNAVACA ,62029,11688
MORELOS ,CUERNAVACA ,62037,5175
MORELOS ,CUERNAVACA ,62040,14987
MORELOS ,CUERNAVACA ,62050,8848
MORELOS ,CUERNAVACA ,62059,10196
MORELOS ,CUERNAVACA ,62070,12170
MORELOS ,CUERNAVACA ,62076,8555
MORELOS ,CUERNAVACA ,62080,11255
MORELOS ,CUERNAVACA ,62083,9460
MORELOS ,CUERNAVACA ,62100,11640
MORELOS ,CUERNAVACA ,62130,9958
MORELOS ,CUERNAVACA ,62145,9024
MORELOS ,CUERNAVACA ,62150,11200
MORELOS ,CUERNAVACA ,62156,11254
MORELOS ,CUERNAVACA ,62157,11969
MORELOS ,CUERNAVACA ,62158,12530
MORELOS ,CUERNAVACA ,62160,10685
MORELOS ,CUERNAVACA ,62163,12626
MORELOS ,CUERNAVACA ,62164,12846
MORELOS ,CUERNAVACA ,62170,9117
MORELOS ,CUERNAVACA ,62180,8857
MORELOS ,CUERNAVACA ,62190,9221
MORELOS ,CUERNAVACA ,62210,9410
MORELOS ,CUERNAVACA ,62214,14950
MORELOS ,CUERNAVACA ,62215,9667
MORELOS ,CUERNAVACA ,62220,10542
MORELOS ,CUERNAVACA ,62230,12256
MORELOS ,CUERNAVACA ,62240,11162
MORELOS ,CUERNAVACA ,62248,13000
MORELOS ,CUERNAVACA ,62250,6311
MORELOS ,CUERNAVACA ,62270,11337
MORELOS ,CUERNAVACA ,62280,4400
MORELOS ,CUERNAVACA ,62284,8118
MORELOS ,CUERNAVACA ,62293,18570
MORELOS ,CUERNAVACA ,62295,12200
MORELOS ,CUERNAVACA ,62300,12573
MORELOS ,CUERNAVACA ,62305,17058
MORELOS ,CUERNAVACA ,62324,11062
MORELOS ,CUERNAVACA ,62330,16286
MORELOS ,CUERNAVACA ,62340,11344
MORELOS ,CUERNAVACA ,62343,14371
MORELOS ,CUERNAVACA ,62350,9063
MORELOS ,CUERNAVACA ,62360,10932
MORELOS ,CUERNAVACA ,62363,10575
MORELOS ,CUERNAVACA ,62370,7488
MORELOS ,CUERNAVACA ,62373,11900
MORELOS ,CUERNAVACA ,62376,8800
MORELOS ,CUERNAVACA ,62384,10875
MORELOS ,CUERNAVACA ,62389,6861
MORELOS ,CUERNAVACA ,62390,7916
MORELOS ,CUERNAVACA ,62398,7709
MORELOS ,CUERNAVACA ,62400,5759
MORELOS ,CUERNAVACA ,62410,9500
MORELOS ,CUERNAVACA ,62420,11721
MORELOS ,CUERNAVACA ,62428,18827
MORELOS ,CUERNAVACA ,62430,16277
MORELOS ,CUERNAVACA ,62440,13281
MORELOS ,CUERNAVACA ,62446,14725
MORELOS ,CUERNAVACA ,62447,11461
MORELOS ,CUERNAVACA ,62448,15186
MORELOS ,CUERNAVACA ,62450,13203
MORELOS ,CUERNAVACA ,62473,12371
MORELOS ,CUERNAVACA ,62480,7544
MORELOS ,CUERNAVACA ,62490,14750
MORELOS ,CUERNAVACA ,62493,16811
MORELOS ,CUERNAVACA ,62498,17512
MORELOS ,CUERNAVACA ,62500,5175
MORELOS ,CUERNAVACA ,62507,9595
MORELOS ,CUERNAVACA ,62588,9869
MORELOS ,EMILIANO ZAPATA ,62760,10138
MORELOS ,EMILIANO ZAPATA ,62763,7860
MORELOS ,EMILIANO ZAPATA ,62764,8598
MORELOS ,EMILIANO ZAPATA ,62765,10810
MORELOS ,EMILIANO ZAPATA ,62766,11047
MORELOS ,EMILIANO ZAPATA ,62767,11034
MORELOS ,EMILIANO ZAPATA ,62768,11193
MORELOS ,HUITZILAC ,62517,9500
MORELOS ,JIUTEPEC ,62550,12440
MORELOS ,JIUTEPEC ,62553,7478
MORELOS ,JIUTEPEC ,62554,8111
MORELOS ,JIUTEPEC ,62556,8070
MORELOS ,JIUTEPEC ,62564,11597
MORELOS ,JIUTEPEC ,62565,11528
MORELOS ,JIUTEPEC ,62566,9134
MORELOS ,JIUTEPEC ,62570,8993
MORELOS ,JIUTEPEC ,62574,14518
MORELOS ,JIUTEPEC ,62577,7994
MORELOS ,JIUTEPEC ,62578,7693
MORELOS ,JOJUTLA ,62000,13445
MORELOS ,JOJUTLA ,62900,7667
MORELOS ,JOJUTLA ,62906,9912
MORELOS ,JOJUTLA ,62907,8377
MORELOS ,JOJUTLA ,62908,9394
MORELOS ,JOJUTLA ,62909,9292
MORELOS ,JOJUTLA ,62915,14143
MORELOS ,PUENTE DE IXTLA ,62665,6177
MORELOS ,PUENTE DE IXTLA ,62697,8200
MORELOS ,TEMIXCO ,62580,13164
MORELOS ,TEMIXCO ,62583,8363
MORELOS ,TEMIXCO ,62584,11464
MORELOS ,TEMIXCO ,62585,8442
MORELOS ,TEMIXCO ,62586,10600
MORELOS ,TEMIXCO ,62588,10146
MORELOS ,TEPOZTLAN ,62520,13574
MORELOS ,TEPOZTLAN ,62529,7047
MORELOS ,TLALTIZAPAN ,62771,12680
MORELOS ,TLALTIZAPAN ,62772,10520
MORELOS ,TLALTIZAPAN ,62775,7869
MORELOS ,TLALTIZAPAN ,62791,13911
MORELOS ,TLAQUILTENANGO ,62980,5489
MORELOS ,TLAYACAPAN ,62540,18143
MORELOS ,TLAYACAPAN ,62544,10227
MORELOS ,TLAYACAPAN ,62546,14206
MORELOS ,XOCHITEPEC ,62790,10127
MORELOS ,XOCHITEPEC ,62795,13620
MORELOS ,XOCHITEPEC ,62796,8588
MORELOS ,YAUTEPEC ,62544,13698
MORELOS ,YAUTEPEC ,62730,8748
MORELOS ,YAUTEPEC ,62731,12480
MORELOS ,YAUTEPEC ,62732,11375
MORELOS ,YAUTEPEC ,62733,7943
MORELOS ,YAUTEPEC ,62735,6530
MORELOS ,YAUTEPEC ,62736,8902
MORELOS ,YAUTEPEC ,62737,11412
MORELOS ,YAUTEPEC ,62738,12084
MORELOS ,YECAPIXTLA ,62823,10000
MORELOS ,YECAPIXTLA ,62824,14941
MORELOS ,YECAPIXTLA ,62826,9469
MORELOS ,YECAPIXTLA ,62828,10939
MORELOS ,ZACATEPEC ,62780,5700
MORELOS ,ZACATEPEC ,62785,10000
NAYARIT ,ACAPONETA ,63434,5645
NAYARIT ,ACAPONETA ,63436,5453
NAYARIT ,ACAPONETA ,63438,7180
NAYARIT ,AMATLAN DE CAÑAS ,63960,6041
NAYARIT ,BAHIA DE BANDERAS ,63726,22706
NAYARIT ,BAHIA DE BANDERAS ,63730,10860
NAYARIT ,BAHIA DE BANDERAS ,63732,16301
NAYARIT ,BAHIA DE BANDERAS ,63733,25246
NAYARIT ,BAHIA DE BANDERAS ,63734,19780
NAYARIT ,BAHIA DE BANDERAS ,63735,12709
NAYARIT ,BAHIA DE BANDERAS ,63737,7337
NAYARIT ,BAHIA DE BANDERAS ,63738,10667
NAYARIT ,BAHIA DE BANDERAS ,99999,6931
NAYARIT ,COMPOSTELA ,63700,4772
NAYARIT ,COMPOSTELA ,63702,7135
NAYARIT ,COMPOSTELA ,63704,8235
NAYARIT ,COMPOSTELA ,63705,6760
NAYARIT ,COMPOSTELA ,63720,8521
NAYARIT ,COMPOSTELA ,63724,12515
NAYARIT ,IXTLAN ,63940,7557
NAYARIT ,IXTLAN ,63953,6630
NAYARIT ,IXTLAN ,63954,7125
NAYARIT ,IXTLAN ,63957,6786
NAYARIT ,IXTLAN ,63958,6070
NAYARIT ,IXTLAN ,63959,7519
NAYARIT ,ROSAMORADA ,63630,3580
NAYARIT ,SAN BLAS ,63740,9066
NAYARIT ,SAN BLAS ,63772,3500
NAYARIT ,SAN PEDRO LAGUNILLAS ,63804,6300
NAYARIT ,SAN PEDRO LAGUNILLAS ,63810,5292
NAYARIT ,SANTA MARIA DEL ORO ,63830,7774
NAYARIT ,SANTIAGO IXCUINTLA ,63311,3669
NAYARIT ,SANTIAGO IXCUINTLA ,63320,5155
NAYARIT ,SANTIAGO IXCUINTLA ,63330,5957
NAYARIT ,SANTIAGO IXCUINTLA ,63340,6784
NAYARIT ,SANTIAGO IXCUINTLA ,63550,6710
NAYARIT ,SANTIAGO IXCUINTLA ,63555,3487
NAYARIT ,TECUALA ,63440,7323
NAYARIT ,TECUALA ,63454,4032
NAYARIT ,TEPIC ,63000,10952
NAYARIT ,TEPIC ,63020,5254
NAYARIT ,TEPIC ,63021,4457
NAYARIT ,TEPIC ,63023,7705
NAYARIT ,TEPIC ,63030,7142
NAYARIT ,TEPIC ,63035,7215
NAYARIT ,TEPIC ,63037,7974
NAYARIT ,TEPIC ,63038,6837
NAYARIT ,TEPIC ,63039,6355
NAYARIT ,TEPIC ,63040,4115
NAYARIT ,TEPIC ,63050,5723
NAYARIT ,TEPIC ,63059,6939
NAYARIT ,TEPIC ,63060,11403
NAYARIT ,TEPIC ,63062,7669
NAYARIT ,TEPIC ,63066,6576
NAYARIT ,TEPIC ,63067,6029
NAYARIT ,TEPIC ,63068,8689
NAYARIT ,TEPIC ,63069,5246
NAYARIT ,TEPIC ,63070,8175
NAYARIT ,TEPIC ,63080,5652
NAYARIT ,TEPIC ,63082,5720
NAYARIT ,TEPIC ,63084,4288
NAYARIT ,TEPIC ,63088,4829
NAYARIT ,TEPIC ,63089,9476
NAYARIT ,TEPIC ,63100,4189
NAYARIT ,TEPIC ,63110,8146
NAYARIT ,TEPIC ,63114,9548
NAYARIT ,TEPIC ,63116,4576
NAYARIT ,TEPIC ,63117,7246
NAYARIT ,TEPIC ,63120,7593
NAYARIT ,TEPIC ,63129,6215
NAYARIT ,TEPIC ,63130,10702
NAYARIT ,TEPIC ,63135,8359
NAYARIT ,TEPIC ,63137,8410
NAYARIT ,TEPIC ,63138,10425
NAYARIT ,TEPIC ,63157,9822
NAYARIT ,TEPIC ,63159,4212
NAYARIT ,TEPIC ,63160,5584
NAYARIT ,TEPIC ,63164,9196
NAYARIT ,TEPIC ,63166,6434
NAYARIT ,TEPIC ,63167,6541
NAYARIT ,TEPIC ,63170,8970
NAYARIT ,TEPIC ,63173,8025
NAYARIT ,TEPIC ,63174,6609
NAYARIT ,TEPIC ,63175,7517
NAYARIT ,TEPIC ,63176,6312
NAYARIT ,TEPIC ,63177,7389
NAYARIT ,TEPIC ,63178,4497
NAYARIT ,TEPIC ,63179,7230
NAYARIT ,TEPIC ,63180,7277
NAYARIT ,TEPIC ,63185,6357
NAYARIT ,TEPIC ,63190,12893
NAYARIT ,TEPIC ,63193,8068
NAYARIT ,TEPIC ,63194,10335
NAYARIT ,TEPIC ,63195,7794
NAYARIT ,TEPIC ,63196,7389
NAYARIT ,TEPIC ,63197,5727
NAYARIT ,TEPIC ,63199,6453
NAYARIT ,TEPIC ,63505,6203
NAYARIT ,TEPIC ,63506,8288
NAYARIT ,TEPIC ,63507,6960
NAYARIT ,TEPIC ,63508,7958
NAYARIT ,TEPIC ,63510,4580
NAYARIT ,TEPIC ,63786,10224
NAYARIT ,TUXPAN ,63205,6747
NAYARIT ,XALISCO ,63187,7290
NAYARIT ,XALISCO ,63780,7830
NAYARIT ,XALISCO ,63782,7268
NAYARIT ,XALISCO ,63783,8107
NAYARIT ,XALISCO ,63784,7913
NAYARIT ,XALISCO ,63785,6244
NAYARIT ,XALISCO ,63787,7014
NAYARIT ,XALISCO ,63871,7111
NUEVO LEON ,ABASOLO ,64347,12771
NUEVO LEON ,ALLENDE ,67350,8444
NUEVO LEON ,ANAHUAC ,65030,4550
NUEVO LEON ,APODACA ,64020,6949
NUEVO LEON ,APODACA ,66600,8186
NUEVO LEON ,APODACA ,66601,7479
NUEVO LEON ,APODACA ,66603,7737
NUEVO LEON ,APODACA ,66604,7989
NUEVO LEON ,APODACA ,66605,7634
NUEVO LEON ,APODACA ,66606,7286
NUEVO LEON ,APODACA ,66607,7843
NUEVO LEON ,APODACA ,66609,8852
NUEVO LEON ,APODACA ,66610,7710
NUEVO LEON ,APODACA ,66612,7001
NUEVO LEON ,APODACA ,66613,7069
NUEVO LEON ,APODACA ,66614,7484
NUEVO LEON ,APODACA ,66620,7809
NUEVO LEON ,APODACA ,66623,6681
NUEVO LEON ,APODACA ,66630,7453
NUEVO LEON ,APODACA ,66632,8204
NUEVO LEON ,APODACA ,66633,7474
NUEVO LEON ,APODACA ,66634,6499
NUEVO LEON ,APODACA ,66635,6522
NUEVO LEON ,APODACA ,66636,6633
NUEVO LEON ,APODACA ,66640,6530
NUEVO LEON ,APODACA ,66643,7504
NUEVO LEON ,APODACA ,66644,6874
NUEVO LEON ,APODACA ,66645,6698
NUEVO LEON ,APODACA ,66646,7215
NUEVO LEON ,APODACA ,66647,7141
